design_id,length,net_charge_pH7.4,gravy,hydrophobic_moment,aggregation_proxy,cys_count,delivery_proxy,n_liabilities,liabilities
config_KPC3_964_2,25,-4.02,0.092,0.35,1.857,0,0.292,1,motif_DP
config_KPC3_966_2,25,-0.03,-0.432,0.345,1.643,0,0.287,0,
config_KPC3_968_2,25,-3.02,-0.604,0.459,0.757,0,0.382,1,motif_DP
config_KPC3_980_2,48,-6.02,-0.042,0.441,1.8,0,0.367,2,N-term_Met(ox);homopolymer_run>=4
config_KPC3_982_2,48,-6.98,-0.431,0.302,1.2,0,0.251,1,motif_NG
config_KPC3_984_2,48,-1.99,0.217,0.441,2.471,0,0.368,1,homopolymer_run>=4
config_KPC3_986_2,48,-0.02,0.513,0.452,2.371,0,0.377,1,homopolymer_run>=4
config_KPC3_988_2,48,-0.03,-0.567,0.365,1.157,0,0.304,1,homopolymer_run>=4
KPC3_000_0,16,-1.02,-0.644,0.433,0.786,0,0.361,1,N-term_Q/E(pyroglutamate)
KPC3_000_1,16,-2.02,0.075,0.427,0.786,0,0.356,1,N-term_Q/E(pyroglutamate)
KPC3_001_0,16,1.97,0.013,0.374,0.614,0,0.476,0,
KPC3_001_1,16,2.97,-0.156,0.321,0.557,0,0.515,0,
KPC3_002_0,16,0.98,0.438,0.369,1.014,0,0.389,0,
KPC3_002_1,16,-0.02,0.087,0.296,0.657,0,0.247,0,
KPC3_003_0,16,-0.02,0.187,0.109,0.629,0,0.091,1,homopolymer_run>=4
KPC3_003_1,16,0.01,-0.344,0.067,0.343,0,0.057,1,homopolymer_run>=4
KPC3_004_0,16,-0.02,1.156,0.525,1.971,0,0.437,0,
KPC3_004_1,16,-1.02,0.7,0.505,1.814,0,0.421,0,
KPC3_005_0,16,2.97,-0.569,0.285,0.757,0,0.485,0,
KPC3_005_1,16,0.98,0.706,0.309,1.8,0,0.339,0,
KPC3_006_0,16,-0.02,0.6,0.199,1.571,0,0.166,0,
KPC3_006_1,16,0.98,0.162,0.351,1.2,0,0.374,0,
KPC3_007_0,16,-1.02,0.056,0.572,0.7,0,0.476,1,N-term_Q/E(pyroglutamate)
KPC3_007_1,16,-1.02,0.037,0.576,0.757,0,0.48,1,N-term_Q/E(pyroglutamate)
KPC3_008_0,16,0.97,-0.806,0.412,0.914,0,0.424,1,N-term_Q/E(pyroglutamate)
KPC3_008_1,16,0.97,0.325,0.248,2.114,0,0.288,0,
KPC3_009_0,16,-1.03,-0.694,0.158,0.014,0,0.132,0,
KPC3_009_1,16,-1.03,-0.744,0.214,-0.257,0,0.178,0,
KPC3_010_0,39,-4.02,0.533,0.326,1.6,0,0.272,1,N-term_Q/E(pyroglutamate)
KPC3_010_1,39,-5.02,0.679,0.282,1.6,0,0.235,0,
KPC3_011_0,39,-1.02,-0.013,0.477,1.3,0,0.397,1,motif_DG
KPC3_011_1,39,-1.02,-0.113,0.675,1.357,0,0.5,0,
KPC3_012_0,39,-3.02,-0.144,0.421,2.186,0,0.351,2,motif_NS;homopolymer_run>=4
KPC3_012_1,39,-2.02,-1.136,0.48,1.171,0,0.4,1,motif_NS
KPC3_013_0,39,-1.03,0.451,0.463,1.414,0,0.386,3,motif_NG;motif_NS;homopolymer_run>=4
KPC3_013_1,39,-2.03,0.336,0.531,1.157,0,0.442,2,motif_NG;homopolymer_run>=4
KPC3_014_0,39,-1.02,0.374,0.205,1.514,0,0.171,0,
KPC3_014_1,39,-0.02,0.128,0.36,0.857,0,0.3,2,motif_DP;homopolymer_run>=4
KPC3_015_0,39,-3.03,-0.41,0.41,1.214,0,0.341,1,homopolymer_run>=4
KPC3_015_1,39,-5.98,0.005,0.335,0.857,0,0.279,1,motif_DG
KPC3_016_0,39,-3.99,0.205,0.647,2.257,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DP
KPC3_016_1,39,-3.03,0.213,0.647,2.329,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_017_0,39,-0.03,-1.349,0.716,0.286,0,0.5,0,
KPC3_017_1,39,-5.03,-0.551,0.638,0.829,0,0.5,0,
KPC3_018_0,39,-4.02,-0.0,0.437,1.171,0,0.365,2,N-term_Met(ox);motif_DS
KPC3_018_1,39,-3.03,0.054,0.37,1.414,0,0.308,2,motif_DS;homopolymer_run>=4
KPC3_019_0,39,-3.02,0.405,0.572,1.543,0,0.477,1,homopolymer_run>=4
KPC3_019_1,39,-4.02,0.282,0.369,1.386,0,0.308,1,homopolymer_run>=4
KPC3_020_0,27,1.97,-0.326,0.767,1.814,0,0.664,0,
KPC3_020_1,27,-0.03,0.141,0.582,1.157,0,0.485,0,
KPC3_021_0,27,-0.03,-0.752,0.463,0.757,0,0.386,0,
KPC3_021_1,27,-0.03,-0.156,0.479,1.114,0,0.399,1,homopolymer_run>=4
KPC3_022_0,27,-0.03,-0.593,0.484,0.8,0,0.403,1,motif_DP
KPC3_022_1,27,-1.03,-1.2,0.629,0.4,0,0.5,1,motif_DP
KPC3_023_0,27,-0.03,-0.278,0.311,2.029,0,0.259,2,motif_NG;motif_DP
KPC3_023_1,27,1.97,-0.504,0.481,1.129,0,0.566,2,motif_NG;motif_DP
KPC3_024_0,27,-0.03,0.089,0.432,2.171,0,0.36,0,
KPC3_024_1,27,0.97,0.215,0.432,2.171,0,0.441,0,
KPC3_025_0,27,-6.03,-1.459,0.457,-0.629,0,0.38,1,motif_DG
KPC3_025_1,27,-4.03,-1.341,0.524,-0.614,0,0.436,0,
KPC3_026_0,27,-0.03,-1.363,0.293,-0.271,0,0.244,1,motif_DG
KPC3_026_1,27,0.97,-1.33,0.333,-0.271,0,0.359,2,motif_DG;homopolymer_run>=4
KPC3_027_0,27,-0.03,-0.089,0.406,1.329,0,0.338,1,motif_NG
KPC3_027_1,27,-3.02,-0.459,0.562,1.3,0,0.468,1,motif_NG
KPC3_028_0,27,-5.02,-0.419,0.518,1.471,0,0.431,0,
KPC3_028_1,27,-5.99,-0.67,0.516,1.586,0,0.43,0,
KPC3_029_0,27,-4.02,-0.741,0.338,0.843,0,0.281,0,
KPC3_029_1,27,-3.03,-0.322,0.296,1.543,0,0.247,0,
KPC3_030_0,29,-0.02,-0.072,0.132,0.257,0,0.11,1,homopolymer_run>=4
KPC3_030_1,29,0.97,-0.355,0.185,0.229,0,0.236,1,homopolymer_run>=4
KPC3_031_0,29,-2.02,0.124,0.693,2.086,0,0.5,1,homopolymer_run>=4
KPC3_031_1,29,-3.02,-0.555,0.546,0.729,0,0.455,0,
KPC3_032_0,29,-3.02,-0.331,0.577,2.143,0,0.481,2,motif_DG;motif_DP
KPC3_032_1,29,-2.02,0.021,0.301,1.857,0,0.251,2,motif_DP;homopolymer_run>=4
KPC3_033_0,29,-6.02,-0.362,0.522,1.871,0,0.435,0,
KPC3_033_1,29,-4.02,-0.048,0.612,2.043,0,0.5,0,
KPC3_034_0,29,-1.03,0.279,0.467,1.214,0,0.389,0,
KPC3_034_1,29,-3.02,0.179,0.469,1.529,0,0.391,0,
KPC3_035_0,29,0.98,0.031,0.498,0.8,0,0.497,1,homopolymer_run>=4
KPC3_035_1,29,-0.02,-0.448,0.406,0.671,0,0.338,1,homopolymer_run>=4
KPC3_036_0,29,-1.03,-0.41,0.71,1.6,0,0.5,1,motif_NG
KPC3_036_1,29,0.97,-0.328,0.685,1.143,0,0.581,2,motif_NG;homopolymer_run>=4
KPC3_037_0,29,-5.02,0.024,0.28,2.357,0,0.233,1,motif_DP
KPC3_037_1,29,-5.02,0.141,0.251,2.071,0,0.209,2,motif_DP;homopolymer_run>=4
KPC3_038_0,29,-2.99,0.155,0.464,0.757,0,0.387,2,motif_NG;motif_DS
KPC3_038_1,29,-1.99,-0.179,0.617,0.6,0,0.5,2,motif_NG;motif_DS
KPC3_039_0,29,-0.03,-0.228,0.305,0.914,0,0.255,1,homopolymer_run>=4
KPC3_039_1,29,-2.03,-0.031,0.312,1.143,0,0.26,1,homopolymer_run>=4
KPC3_040_0,44,-2.98,-0.27,0.367,1.086,0,0.306,2,motif_DG;homopolymer_run>=4
KPC3_040_1,44,-1.98,-0.28,0.357,0.8,0,0.297,2,motif_DG;homopolymer_run>=4
KPC3_041_0,44,-2.03,-0.448,0.537,0.943,0,0.447,1,N-term_Q/E(pyroglutamate)
KPC3_041_1,44,-1.03,-0.834,0.32,0.457,0,0.266,1,N-term_Q/E(pyroglutamate)
KPC3_042_0,44,-5.03,-0.727,0.429,0.829,0,0.358,2,motif_NG;motif_DP
KPC3_042_1,44,-3.03,-0.868,0.505,0.714,0,0.421,2,motif_NG;motif_DG
KPC3_043_0,44,1.97,-0.516,0.59,1.614,0,0.656,1,motif_DG
KPC3_043_1,44,-0.02,-0.582,0.536,1.829,0,0.447,0,
KPC3_044_0,44,-0.02,1.284,0.171,2.086,0,0.143,2,motif_NG;homopolymer_run>=4
KPC3_044_1,44,-0.02,1.005,0.16,1.8,0,0.133,1,homopolymer_run>=4
KPC3_045_0,44,-3.02,-0.382,0.392,1.0,0,0.327,1,motif_DG
KPC3_045_1,44,-0.99,-0.286,0.527,1.671,0,0.439,1,motif_DG
KPC3_046_0,44,-2.02,0.689,0.228,1.514,0,0.19,1,motif_DP
KPC3_046_1,44,-2.02,-0.066,0.586,1.486,0,0.489,1,motif_DP
KPC3_047_0,44,-1.03,0.086,0.489,2.271,0,0.408,1,motif_DG
KPC3_047_1,44,-2.03,0.382,0.416,2.329,0,0.347,1,motif_DG
KPC3_048_0,44,-4.98,-0.259,0.458,1.357,0,0.382,2,N-term_Q/E(pyroglutamate);motif_DS
KPC3_048_1,44,-3.99,-0.339,0.44,2.543,0,0.366,1,motif_DS
KPC3_049_0,44,-0.03,0.816,0.382,2.429,0,0.319,3,N-term_Met(ox);motif_DP;homopolymer_run>=4
KPC3_049_1,44,-1.02,-0.125,0.592,1.357,0,0.494,3,N-term_Met(ox);motif_DP;homopolymer_run>=4
KPC3_050_0,45,-1.02,0.251,0.268,1.0,0,0.224,2,motif_DG;homopolymer_run>=4
KPC3_050_1,45,-0.02,0.047,0.186,1.2,0,0.155,1,homopolymer_run>=4
KPC3_051_0,45,0.98,-0.4,0.433,0.971,0,0.442,2,motif_DG;homopolymer_run>=4
KPC3_051_1,45,-3.02,-0.567,0.433,0.286,0,0.361,3,motif_NG;motif_DG;homopolymer_run>=4
KPC3_052_0,45,0.97,-0.304,0.509,1.743,0,0.505,2,motif_NG;motif_DG
KPC3_052_1,45,2.97,-0.336,0.628,1.171,0,0.748,1,motif_DG
KPC3_053_0,45,-2.02,-0.691,0.518,1.343,0,0.431,3,N-term_Q/E(pyroglutamate);motif_NG;homopolymer_run>=4
KPC3_053_1,45,-4.02,-0.927,0.588,0.529,0,0.49,3,N-term_Q/E(pyroglutamate);motif_NG;homopolymer_run>=4
KPC3_054_0,45,-1.03,0.109,0.458,2.071,0,0.382,3,N-term_Met(ox);motif_DP;homopolymer_run>=4
KPC3_054_1,45,-3.99,-0.671,0.487,0.971,0,0.406,1,motif_DP
KPC3_055_0,45,-5.03,0.187,0.508,2.143,0,0.424,3,motif_DP;motif_DS;homopolymer_run>=4
KPC3_055_1,45,-6.03,-0.84,0.597,0.586,0,0.498,2,motif_NG;motif_DP
KPC3_056_0,45,-1.02,0.298,0.348,1.529,0,0.29,1,homopolymer_run>=4
KPC3_056_1,45,-4.02,0.058,0.223,1.229,0,0.186,2,motif_DP;homopolymer_run>=4
KPC3_057_0,45,-6.02,0.067,0.566,1.529,0,0.471,1,motif_DG
KPC3_057_1,45,-7.02,-0.111,0.523,1.157,0,0.436,1,motif_DG
KPC3_058_0,45,-2.02,0.8,0.206,1.8,0,0.171,1,homopolymer_run>=4
KPC3_058_1,45,-1.02,0.802,0.174,1.8,0,0.145,1,homopolymer_run>=4
KPC3_059_0,45,-0.02,1.2,0.376,2.086,0,0.314,1,homopolymer_run>=4
KPC3_059_1,45,-3.03,0.978,0.396,2.0,0,0.33,1,motif_NG
KPC3_060_0,43,0.97,-0.551,0.366,0.886,0,0.386,3,motif_NG;motif_DP;homopolymer_run>=4
KPC3_060_1,43,0.97,-0.093,0.372,1.114,0,0.392,3,motif_NG;motif_DP;homopolymer_run>=4
KPC3_061_0,43,-4.03,-0.242,0.453,1.486,0,0.378,1,motif_NS
KPC3_061_1,43,-1.02,-0.621,0.685,0.7,0,0.5,1,motif_NG
KPC3_062_0,43,-5.03,-0.577,0.585,1.071,0,0.487,1,motif_DP
KPC3_062_1,43,-6.02,-0.684,0.611,0.957,0,0.5,1,motif_DP
KPC3_063_0,43,-3.03,-0.174,0.291,1.643,0,0.243,3,N-term_Met(ox);motif_DG;homopolymer_run>=4
KPC3_063_1,43,-4.02,-0.421,0.415,1.329,0,0.346,3,N-term_Met(ox);motif_DG;homopolymer_run>=4
KPC3_064_0,43,0.02,-0.507,0.912,1.929,0,0.501,1,motif_DG
KPC3_064_1,43,-1.02,-0.398,0.772,1.929,0,0.5,1,motif_DG
KPC3_065_0,43,-5.99,-0.226,0.435,1.257,0,0.363,2,N-term_Q/E(pyroglutamate);motif_DG
KPC3_065_1,43,-8.99,-0.667,0.378,0.9,0,0.315,2,N-term_Q/E(pyroglutamate);motif_DG
KPC3_066_0,43,-0.02,0.312,0.435,1.486,0,0.362,1,motif_DP
KPC3_066_1,43,-6.02,0.267,0.214,1.843,0,0.178,1,N-term_Q/E(pyroglutamate)
KPC3_067_0,43,-4.03,0.028,0.897,1.557,0,0.5,1,homopolymer_run>=4
KPC3_067_1,43,-5.03,-0.695,0.738,0.957,0,0.5,1,homopolymer_run>=4
KPC3_068_0,43,-5.02,-1.309,0.534,0.443,0,0.445,2,N-term_Q/E(pyroglutamate);motif_DG
KPC3_068_1,43,-4.03,-1.579,0.644,0.114,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DG
KPC3_069_0,43,-2.02,-0.577,0.366,0.757,0,0.305,2,motif_DP;homopolymer_run>=4
KPC3_069_1,43,0.98,-0.253,0.432,1.514,0,0.441,3,motif_DG;motif_DP;homopolymer_run>=4
KPC3_070_0,19,-1.02,0.221,0.408,2.414,0,0.34,0,
KPC3_070_1,19,-2.02,0.084,0.24,2.129,0,0.2,0,
KPC3_071_0,19,-1.02,0.021,0.192,0.586,0,0.16,1,motif_DP
KPC3_071_1,19,-1.02,-0.116,0.215,0.586,0,0.179,1,motif_DP
KPC3_072_0,19,-0.02,0.484,0.15,0.7,0,0.125,1,homopolymer_run>=4
KPC3_072_1,19,-0.03,0.489,0.166,1.143,0,0.138,1,homopolymer_run>=4
KPC3_073_0,19,-0.03,0.011,0.568,1.186,0,0.474,0,
KPC3_073_1,19,-1.02,0.5,0.444,1.314,0,0.37,0,
KPC3_074_0,19,-1.02,0.568,0.17,2.086,0,0.141,2,motif_DG;homopolymer_run>=4
KPC3_074_1,19,-2.02,0.611,0.201,2.0,0,0.168,2,motif_DG;homopolymer_run>=4
KPC3_075_0,19,0.98,-1.711,0.377,0.943,0,0.395,0,
KPC3_075_1,19,2.97,-1.305,0.449,1.114,0,0.622,0,
KPC3_076_0,19,-0.02,0.242,0.534,1.114,0,0.445,0,
KPC3_076_1,19,-1.02,1.321,0.265,2.814,0,0.221,0,
KPC3_077_0,19,-0.02,0.032,0.103,0.629,0,0.085,1,homopolymer_run>=4
KPC3_077_1,19,-0.02,0.326,0.093,0.829,0,0.078,1,homopolymer_run>=4
KPC3_078_0,19,-1.02,0.247,0.333,1.429,0,0.277,1,N-term_Met(ox)
KPC3_078_1,19,-0.02,0.963,0.284,1.957,0,0.236,0,
KPC3_079_0,19,-1.02,1.095,0.158,1.514,0,0.132,1,homopolymer_run>=4
KPC3_079_1,19,-0.02,0.926,0.077,1.8,0,0.064,1,homopolymer_run>=4
KPC3_080_0,14,1.97,-0.071,0.415,1.329,0,0.51,1,N-term_Met(ox)
KPC3_080_1,14,0.97,-0.279,0.498,1.286,0,0.496,1,N-term_Met(ox)
KPC3_081_0,14,-2.03,-0.179,0.296,0.657,0,0.247,1,N-term_Q/E(pyroglutamate)
KPC3_081_1,14,-0.03,0.336,0.323,0.971,0,0.269,0,
KPC3_082_0,14,1.97,-0.886,0.543,-0.271,0,0.617,0,
KPC3_082_1,14,-0.03,-0.593,0.549,0.029,0,0.458,0,
KPC3_083_0,14,2.97,-0.329,0.317,0.371,0,0.512,0,
KPC3_083_1,14,2.97,-0.514,0.384,0.371,0,0.568,0,
KPC3_084_0,14,0.97,0.921,0.339,1.386,0,0.364,0,
KPC3_084_1,14,-0.03,-0.314,0.307,0.343,0,0.256,0,
KPC3_085_0,14,-0.02,0.736,0.2,1.886,0,0.167,0,
KPC3_085_1,14,-0.02,1.136,0.058,1.757,0,0.048,0,
KPC3_086_0,14,-0.02,-0.036,0.195,0.557,0,0.162,1,homopolymer_run>=4
KPC3_086_1,14,-0.02,-0.35,0.071,-0.143,0,0.059,1,homopolymer_run>=4
KPC3_087_0,14,-0.02,-0.114,0.086,0.571,0,0.072,0,
KPC3_087_1,14,-0.02,-0.314,0.216,-0.2,0,0.18,1,motif_NG
KPC3_088_0,14,-0.02,1.0,0.247,1.7,0,0.205,0,
KPC3_088_1,14,-2.02,0.407,0.325,0.843,0,0.271,0,
KPC3_089_0,14,-0.02,1.486,0.026,1.486,0,0.021,1,homopolymer_run>=4
KPC3_089_1,14,-0.02,1.821,0.119,1.871,0,0.099,1,homopolymer_run>=4
KPC3_090_0,13,2.97,-0.208,0.253,0.9,0,0.459,0,
KPC3_090_1,13,0.98,0.462,0.218,2.114,0,0.263,1,motif_DG
KPC3_091_0,13,-1.02,0.462,0.245,0.786,0,0.204,0,
KPC3_091_1,13,-2.02,0.054,0.247,0.029,0,0.206,0,
KPC3_092_0,13,0.97,-0.392,0.205,0.114,0,0.252,1,homopolymer_run>=4
KPC3_092_1,13,0.97,-0.485,0.205,0.114,0,0.252,0,
KPC3_093_0,13,-1.03,-0.685,0.2,-0.557,0,0.167,1,motif_DG
KPC3_093_1,13,-1.03,-0.585,0.129,-0.329,0,0.107,0,
KPC3_094_0,13,-0.02,0.015,0.067,0.229,0,0.055,1,homopolymer_run>=4
KPC3_094_1,13,-0.02,0.354,0.046,0.686,0,0.038,1,homopolymer_run>=4
KPC3_095_0,13,-0.02,0.5,0.096,0.814,0,0.08,0,
KPC3_095_1,13,-0.02,0.954,0.022,1.486,0,0.018,1,homopolymer_run>=4
KPC3_096_0,13,-1.03,-0.523,0.098,-0.171,0,0.081,0,
KPC3_096_1,13,-0.02,-0.238,0.093,0.414,0,0.078,1,motif_DP
KPC3_097_0,13,-0.02,-0.231,0.022,-0.086,0,0.019,1,homopolymer_run>=4
KPC3_097_1,13,-0.02,-0.492,0.041,-0.4,0,0.034,1,homopolymer_run>=4
KPC3_098_0,13,-2.03,-0.977,0.303,-0.814,0,0.252,1,motif_DG
KPC3_098_1,13,-1.03,-0.823,0.454,-0.929,0,0.378,1,motif_DG
KPC3_099_0,13,-0.03,0.323,0.351,1.014,0,0.292,0,
KPC3_099_1,13,-1.02,0.131,0.411,0.971,0,0.343,0,
KPC3_100_0,37,-2.02,-0.184,0.666,2.186,0,0.5,1,motif_DG
KPC3_100_1,37,-0.03,-0.338,0.484,2.186,0,0.404,1,motif_DG
KPC3_101_0,37,-2.02,0.486,0.359,1.771,0,0.299,2,motif_DP;homopolymer_run>=4
KPC3_101_1,37,-1.02,0.792,0.275,2.086,0,0.229,1,homopolymer_run>=4
KPC3_102_0,37,-3.02,0.319,0.275,1.8,0,0.229,1,homopolymer_run>=4
KPC3_102_1,37,-2.03,0.011,0.436,1.429,0,0.363,1,homopolymer_run>=4
KPC3_103_0,37,-1.02,0.451,0.406,1.457,0,0.338,1,motif_DP
KPC3_103_1,37,-0.02,0.186,0.369,1.829,0,0.307,0,
KPC3_104_0,37,-4.03,-0.797,0.736,2.343,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_104_1,37,-3.99,-0.768,0.726,1.057,0,0.5,0,
KPC3_105_0,37,-0.03,0.043,0.221,0.914,0,0.184,2,motif_NG;homopolymer_run>=4
KPC3_105_1,37,-0.02,0.286,0.116,1.229,0,0.096,1,homopolymer_run>=4
KPC3_106_0,37,-3.02,0.638,0.441,2.086,0,0.367,1,homopolymer_run>=4
KPC3_106_1,37,-5.02,0.381,0.602,2.786,0,0.5,0,
KPC3_107_0,37,-3.02,0.181,0.47,1.657,0,0.392,1,homopolymer_run>=4
KPC3_107_1,37,0.97,0.246,0.519,1.943,0,0.514,2,motif_NG;homopolymer_run>=4
KPC3_108_0,37,-1.02,0.984,0.136,2.114,0,0.113,1,homopolymer_run>=4
KPC3_108_1,37,-0.02,0.843,0.181,2.114,0,0.15,1,homopolymer_run>=4
KPC3_109_0,37,-4.02,-0.273,0.387,1.0,0,0.322,1,motif_DG
KPC3_109_1,37,-1.03,-0.146,0.468,1.614,0,0.39,3,motif_DG;motif_DP;motif_DS
KPC3_110_0,34,-8.02,-0.882,0.306,0.143,0,0.255,2,motif_DP;homopolymer_run>=4
KPC3_110_1,34,-5.02,-0.456,0.327,1.0,0,0.273,2,motif_DP;homopolymer_run>=4
KPC3_111_0,34,-2.02,-0.265,0.493,1.357,0,0.411,0,
KPC3_111_1,34,-0.02,-0.05,0.491,1.371,0,0.41,1,motif_DG
KPC3_112_0,34,-2.03,-0.291,0.751,0.7,0,0.5,0,
KPC3_112_1,34,-6.02,-0.621,0.578,1.014,0,0.482,0,
KPC3_113_0,34,-1.99,-0.582,0.287,0.457,0,0.239,1,homopolymer_run>=4
KPC3_113_1,34,-3.03,-0.479,0.309,0.386,0,0.257,1,homopolymer_run>=4
KPC3_114_0,34,-3.02,0.056,0.329,1.314,0,0.274,2,motif_DP;homopolymer_run>=4
KPC3_114_1,34,-1.02,-0.115,0.23,0.686,0,0.191,2,motif_DP;homopolymer_run>=4
KPC3_115_0,34,-1.03,0.003,0.383,1.529,0,0.319,1,homopolymer_run>=4
KPC3_115_1,34,-5.02,-0.618,0.696,1.243,0,0.5,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_116_0,34,0.97,-0.721,0.571,2.229,0,0.557,0,
KPC3_116_1,34,-0.03,-1.124,0.738,0.957,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_117_0,34,1.01,-0.259,0.653,1.3,0,0.584,0,
KPC3_117_1,34,-1.99,0.153,0.43,1.157,0,0.358,0,
KPC3_118_0,34,-1.03,0.724,0.483,1.786,0,0.403,1,homopolymer_run>=4
KPC3_118_1,34,-0.03,0.188,0.505,1.143,0,0.421,2,motif_NG;homopolymer_run>=4
KPC3_119_0,34,-4.02,0.194,0.613,1.457,0,0.5,1,motif_DP
KPC3_119_1,34,-2.02,0.606,0.657,1.486,0,0.5,2,motif_DP;homopolymer_run>=4
KPC3_120_0,40,-0.02,-0.005,0.116,0.571,0,0.097,1,homopolymer_run>=4
KPC3_120_1,40,-0.02,-0.18,0.091,0.814,0,0.076,1,homopolymer_run>=4
KPC3_121_0,40,1.97,0.1,0.479,2.529,0,0.564,1,homopolymer_run>=4
KPC3_121_1,40,3.01,-0.14,0.618,1.871,0,0.751,0,
KPC3_122_0,40,-1.03,-1.282,0.558,0.557,0,0.465,0,
KPC3_122_1,40,-3.03,-1.458,0.428,0.286,0,0.357,0,
KPC3_123_0,40,-1.99,-0.723,0.431,0.771,0,0.359,2,motif_DP;homopolymer_run>=4
KPC3_123_1,40,-2.99,-0.508,0.444,1.3,0,0.37,2,motif_DP;homopolymer_run>=4
KPC3_124_0,40,3.97,0.37,0.478,2.343,0,0.729,1,homopolymer_run>=4
KPC3_124_1,40,0.97,-0.545,0.375,1.229,0,0.394,2,motif_DP;homopolymer_run>=4
KPC3_125_0,40,-1.02,-0.187,0.63,1.543,0,0.5,2,motif_DG;homopolymer_run>=4
KPC3_125_1,40,-3.02,0.202,0.413,1.857,0,0.344,2,motif_DG;homopolymer_run>=4
KPC3_126_0,40,-0.99,0.337,0.349,1.929,0,0.291,2,motif_DG;homopolymer_run>=4
KPC3_126_1,40,-0.03,0.82,0.145,1.986,0,0.121,1,homopolymer_run>=4
KPC3_127_0,40,-4.02,-0.59,0.443,1.086,0,0.369,1,homopolymer_run>=4
KPC3_127_1,40,-1.02,-0.432,0.491,1.357,0,0.409,0,
KPC3_128_0,40,-0.03,0.087,0.11,1.429,0,0.091,1,homopolymer_run>=4
KPC3_128_1,40,-0.03,0.208,0.147,1.386,0,0.123,1,homopolymer_run>=4
KPC3_129_0,40,-2.02,-0.88,0.506,0.129,0,0.421,0,
KPC3_129_1,40,1.01,-0.47,0.512,1.643,0,0.511,0,
KPC3_130_0,18,-3.02,-0.133,0.529,1.243,0,0.441,1,motif_DP
KPC3_130_1,18,-1.03,-0.639,0.519,0.6,0,0.433,0,
KPC3_131_0,18,-0.03,-0.644,0.648,0.086,0,0.5,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_131_1,18,-2.03,-0.639,0.556,0.086,0,0.464,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_132_0,18,0.01,1.361,0.177,2.086,0,0.148,1,homopolymer_run>=4
KPC3_132_1,18,-0.99,1.311,0.192,2.086,0,0.16,1,homopolymer_run>=4
KPC3_133_0,18,-2.03,-0.544,0.572,-0.271,0,0.477,0,
KPC3_133_1,18,-4.02,-0.378,0.504,-0.271,0,0.42,0,
KPC3_134_0,18,-4.03,-1.3,0.301,0.157,0,0.251,1,motif_NS
KPC3_134_1,18,-3.03,-0.939,0.244,0.229,0,0.203,0,
KPC3_135_0,18,-0.02,-0.05,0.143,0.4,0,0.119,1,homopolymer_run>=4
KPC3_135_1,18,-0.02,0.122,0.206,0.943,0,0.172,1,homopolymer_run>=4
KPC3_136_0,18,-1.02,0.561,0.565,1.529,0,0.471,0,
KPC3_136_1,18,-1.02,0.939,0.114,1.8,0,0.095,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_137_0,18,-4.02,0.094,0.192,0.757,0,0.16,1,motif_DS
KPC3_137_1,18,-1.02,-0.817,0.247,-0.329,0,0.206,2,motif_NG;motif_DS
KPC3_138_0,18,-4.02,-0.183,0.346,1.186,0,0.289,0,
KPC3_138_1,18,-2.02,-0.139,0.444,1.143,0,0.37,0,
KPC3_139_0,18,6.97,-0.817,0.504,1.571,0,0.92,1,homopolymer_run>=4
KPC3_139_1,18,4.97,-0.539,0.443,2.529,0,0.783,1,homopolymer_run>=4
KPC3_140_0,34,-2.02,0.838,0.224,2.371,0,0.187,1,homopolymer_run>=4
KPC3_140_1,34,-2.02,1.0,0.268,2.343,0,0.223,2,motif_DG;homopolymer_run>=4
KPC3_141_0,34,-3.98,-0.959,0.33,0.971,0,0.275,1,motif_DG
KPC3_141_1,34,0.02,0.188,0.504,1.671,0,0.421,1,motif_DG
KPC3_142_0,34,-1.02,-0.315,0.377,1.871,0,0.314,3,motif_NG;motif_DP;homopolymer_run>=4
KPC3_142_1,34,1.01,-0.562,0.343,1.486,0,0.37,1,homopolymer_run>=4
KPC3_143_0,34,-1.03,-1.174,0.881,0.714,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_143_1,34,1.97,-0.229,0.987,1.543,0,0.665,0,
KPC3_144_0,34,-3.02,-0.194,0.667,0.714,0,0.5,0,
KPC3_144_1,34,-2.03,-0.732,0.649,1.014,0,0.5,0,
KPC3_145_0,34,-1.03,-0.235,0.392,0.586,0,0.327,0,
KPC3_145_1,34,-1.03,-0.326,0.468,0.771,0,0.39,0,
KPC3_146_0,34,-0.98,-0.838,0.545,0.586,0,0.454,2,N-term_Q/E(pyroglutamate);motif_DG
KPC3_146_1,34,2.02,-0.509,0.434,1.029,0,0.53,0,
KPC3_147_0,34,-3.99,-0.459,0.533,1.7,0,0.444,1,motif_DP
KPC3_147_1,34,-2.99,-0.103,0.317,1.986,0,0.264,1,motif_DP
